"Host","Virus","HostGenus","HostFamily","HostOrder","VirusGenus","VirusFamily","VirusOrder","VirusClass","VirusZoonotic","NumRecords","YearFirstRecord","YearLastRecord","DetectionSerology","DetectionGenetic","DetectionIsolation"
"leopardus pardalis","cowpox virus","leopardus","felidae","carnivora","orthopoxvirus","poxviridae","chitovirales","pokkesviricetes",TRUE,1,1975,1975,FALSE,FALSE,TRUE
"leopardus pardalis","felid alphaherpesvirus 1","leopardus","felidae","carnivora","varicellovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,2,2006,2006,TRUE,TRUE,FALSE
"leopardus pardalis","feline calicivirus","leopardus","felidae","carnivora","vesivirus","caliciviridae","picornavirales","pisoniviricetes",FALSE,3,2006,2007,TRUE,FALSE,FALSE
"leopardus pardalis","feline immunodeficiency virus","leopardus","felidae","carnivora","lentivirus","retroviridae","ortervirales","revtraviricetes",FALSE,7,2005,2008,TRUE,TRUE,FALSE
"leopardus pardalis","feline leukemia virus","leopardus","felidae","carnivora","gammaretrovirus","retroviridae","ortervirales","revtraviricetes",FALSE,4,2007,2023,TRUE,TRUE,FALSE
"leopardus pardalis","puma lentivirus","leopardus","felidae","carnivora","lentivirus","retroviridae","ortervirales","revtraviricetes",FALSE,2,2007,2007,TRUE,FALSE,FALSE
"leopardus pardalis","rabies lyssavirus","leopardus","felidae","carnivora","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,1,2010,2010,TRUE,FALSE,FALSE
"leopardus tigrinus","carnivore protoparvovirus 1","leopardus","felidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,1,2006,2006,TRUE,FALSE,FALSE
"leopardus tigrinus","feline calicivirus","leopardus","felidae","carnivora","vesivirus","caliciviridae","picornavirales","pisoniviricetes",FALSE,1,2006,2006,TRUE,FALSE,FALSE
"leopardus wiedii","felid alphaherpesvirus 1","leopardus","felidae","carnivora","varicellovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,1,2005,2005,TRUE,FALSE,FALSE
"leopardus wiedii","feline immunodeficiency virus","leopardus","felidae","carnivora","lentivirus","retroviridae","ortervirales","revtraviricetes",FALSE,1,2005,2005,FALSE,TRUE,FALSE
"leopardus wiedii","feline leukemia virus","leopardus","felidae","carnivora","gammaretrovirus","retroviridae","ortervirales","revtraviricetes",FALSE,1,2008,2008,TRUE,FALSE,FALSE
"leptailurus serval","carnivore protoparvovirus 1","leptailurus","felidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,1,2001,2001,TRUE,FALSE,FALSE
"leptailurus serval","cowpox virus","leptailurus","felidae","carnivora","orthopoxvirus","poxviridae","chitovirales","pokkesviricetes",TRUE,1,2009,2009,TRUE,FALSE,FALSE
"leptailurus serval","rabies lyssavirus","leptailurus","felidae","carnivora","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,1,2009,2009,TRUE,FALSE,FALSE
"lynx canadensis","alphacoronavirus 1","lynx","felidae","carnivora","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,1,2002,2002,TRUE,FALSE,FALSE
"lynx canadensis","canine morbillivirus","lynx","felidae","carnivora","morbillivirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,3,2002,2009,TRUE,TRUE,FALSE
"lynx canadensis","carnivore protoparvovirus 1","lynx","felidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,1,2002,2002,TRUE,FALSE,FALSE
"lynx canadensis","felid alphaherpesvirus 1","lynx","felidae","carnivora","varicellovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,1,2002,2002,TRUE,FALSE,FALSE
"lynx canadensis","feline calicivirus","lynx","felidae","carnivora","vesivirus","caliciviridae","picornavirales","pisoniviricetes",FALSE,2,2002,2002,TRUE,FALSE,FALSE
"lynx lynx","bluetongue virus","lynx","felidae","carnivora","orbivirus","reoviridae","reovirales","resentoviricetes",FALSE,1,2008,2008,FALSE,FALSE,TRUE
"lynx lynx","canine morbillivirus","lynx","felidae","carnivora","morbillivirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,2,2004,2012,TRUE,FALSE,TRUE
"lynx lynx","carnivore protoparvovirus 1","lynx","felidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,2,2005,2009,TRUE,TRUE,FALSE
"lynx lynx","cowpox virus","lynx","felidae","carnivora","orthopoxvirus","poxviridae","chitovirales","pokkesviricetes",TRUE,34,1998,2011,FALSE,TRUE,FALSE
"lynx lynx","felid alphaherpesvirus 1","lynx","felidae","carnivora","varicellovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,1,2004,2004,TRUE,FALSE,FALSE
"lynx lynx","phocine morbillivirus","lynx","felidae","carnivora","morbillivirus","paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,2004,2004,TRUE,FALSE,FALSE
"lynx lynx","rabies lyssavirus","lynx","felidae","carnivora","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,2,1998,2013,TRUE,TRUE,FALSE
"lynx lynx","vaccinia virus","lynx","felidae","carnivora","orthopoxvirus","poxviridae","chitovirales","pokkesviricetes",TRUE,1,2008,2008,TRUE,FALSE,FALSE
"lynx pardinus","alphacoronavirus 1","lynx","felidae","carnivora","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,3,2006,2009,TRUE,TRUE,FALSE
"lynx pardinus","canine mastadenovirus a","lynx","felidae","carnivora","mastadenovirus","adenoviridae","rowavirales","tectiliviricetes",FALSE,1,2009,2009,TRUE,FALSE,FALSE
"lynx pardinus","canine morbillivirus","lynx","felidae","carnivora","morbillivirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,5,2006,2010,TRUE,TRUE,FALSE
"lynx pardinus","carnivore protoparvovirus 1","lynx","felidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,2,2008,2009,TRUE,FALSE,FALSE
"lynx pardinus","felid alphaherpesvirus 1","lynx","felidae","carnivora","varicellovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,2,2008,2009,TRUE,FALSE,FALSE
"lynx pardinus","feline calicivirus","lynx","felidae","carnivora","vesivirus","caliciviridae","picornavirales","pisoniviricetes",FALSE,3,2006,2009,TRUE,FALSE,FALSE
"lynx pardinus","feline immunodeficiency virus","lynx","felidae","carnivora","lentivirus","retroviridae","ortervirales","revtraviricetes",FALSE,4,2008,2009,TRUE,TRUE,FALSE
"lynx pardinus","feline leukemia virus","lynx","felidae","carnivora","gammaretrovirus","retroviridae","ortervirales","revtraviricetes",FALSE,38,2007,2011,TRUE,TRUE,FALSE
"lynx rufus","alphacoronavirus 1","lynx","felidae","carnivora","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,1,2004,2004,TRUE,FALSE,FALSE
"lynx rufus","canine morbillivirus","lynx","felidae","carnivora","morbillivirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,7,2009,2009,FALSE,TRUE,FALSE
"lynx rufus","carnivore amdoparvovirus 1","lynx","felidae","carnivora","amdoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,1,2013,2013,TRUE,FALSE,FALSE
"lynx rufus","carnivore protoparvovirus 1","lynx","felidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,1,2011,2011,FALSE,TRUE,FALSE
"lynx rufus","feline calicivirus","lynx","felidae","carnivora","vesivirus","caliciviridae","picornavirales","pisoniviricetes",FALSE,1,2004,2004,TRUE,FALSE,FALSE
"lynx rufus","feline immunodeficiency virus","lynx","felidae","carnivora","lentivirus","retroviridae","ortervirales","revtraviricetes",FALSE,80,1993,2020,TRUE,TRUE,FALSE
"lynx rufus","feline leukemia virus","lynx","felidae","carnivora","gammaretrovirus","retroviridae","ortervirales","revtraviricetes",FALSE,4,2000,2022,FALSE,TRUE,TRUE
"lynx rufus","indiana vesiculovirus","lynx","felidae","carnivora","vesiculovirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,1,1992,1992,TRUE,FALSE,FALSE
"lynx rufus","lambdapapillomavirus 1","lynx","felidae","carnivora","lambdapapillomavirus","papillomaviridae","zurhausenvirales","papovaviricetes",FALSE,2,2006,2013,FALSE,TRUE,TRUE
"lynx rufus","puma lentivirus","lynx","felidae","carnivora","lentivirus","retroviridae","ortervirales","revtraviricetes",FALSE,3,2007,2013,TRUE,TRUE,FALSE
"lynx rufus","rabies lyssavirus","lynx","felidae","carnivora","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,15,1999,2013,TRUE,TRUE,TRUE
"neofelis nebulosa","cardiovirus a","neofelis","felidae","carnivora","cardiovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,1,1989,1989,TRUE,FALSE,FALSE
"neofelis nebulosa","carnivore protoparvovirus 1","neofelis","felidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,1,2001,2001,FALSE,FALSE,TRUE
"neofelis nebulosa","feline leukemia virus","neofelis","felidae","carnivora","gammaretrovirus","retroviridae","ortervirales","revtraviricetes",FALSE,1,2008,2008,FALSE,FALSE,FALSE
"neofelis nebulosa","influenza a virus","neofelis","felidae","carnivora","alphainfluenzavirus","orthomyxoviridae","articulavirales","insthoviricetes",TRUE,2,2007,2007,FALSE,TRUE,FALSE
"neofelis nebulosa","orthohepevirus a","neofelis","felidae","carnivora","orthohepevirus","hepeviridae","hepelivirales","alsuviricetes",TRUE,2,2008,2008,FALSE,TRUE,FALSE
"otocolobus manul","feline immunodeficiency virus","otocolobus","felidae","carnivora","lentivirus","retroviridae","ortervirales","revtraviricetes",FALSE,9,2004,2010,TRUE,TRUE,FALSE
"otocolobus manul","rabies lyssavirus","otocolobus","felidae","carnivora","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,1,2010,2010,FALSE,TRUE,FALSE
"panthera leo","african horse sickness virus","panthera","felidae","carnivora","orbivirus","reoviridae","reovirales","resentoviricetes",FALSE,2,1995,1995,TRUE,FALSE,FALSE
"panthera leo","alphacoronavirus 1","panthera","felidae","carnivora","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,7,1993,2015,TRUE,TRUE,TRUE
"panthera leo","bluetongue virus","panthera","felidae","carnivora","orbivirus","reoviridae","reovirales","resentoviricetes",FALSE,3,1994,2012,TRUE,FALSE,FALSE
"panthera leo","bovine gammaherpesvirus 4","panthera","felidae","carnivora","rhadinovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,1,2000,2000,FALSE,FALSE,FALSE
"panthera leo","bovine respirovirus 3","panthera","felidae","carnivora","respirovirus","paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,1978,1978,TRUE,FALSE,FALSE
"panthera leo","canine morbillivirus","panthera","felidae","carnivora","morbillivirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,11,1996,2010,TRUE,TRUE,TRUE
"panthera leo","cardiovirus a","panthera","felidae","carnivora","cardiovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,1,1989,1989,TRUE,FALSE,FALSE
"panthera leo","carnivore protoparvovirus 1","panthera","felidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,6,1991,2010,TRUE,TRUE,TRUE
"panthera leo","cowpox virus","panthera","felidae","carnivora","orthopoxvirus","poxviridae","chitovirales","pokkesviricetes",TRUE,1,1975,1975,FALSE,FALSE,TRUE
"panthera leo","felid alphaherpesvirus 1","panthera","felidae","carnivora","varicellovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,10,1990,2010,TRUE,FALSE,TRUE
"panthera leo","feline calicivirus","panthera","felidae","carnivora","vesivirus","caliciviridae","picornavirales","pisoniviricetes",FALSE,6,1996,2010,TRUE,FALSE,TRUE
"panthera leo","feline immunodeficiency virus","panthera","felidae","carnivora","lentivirus","retroviridae","ortervirales","revtraviricetes",FALSE,165,1993,2018,TRUE,TRUE,TRUE
"panthera leo","human picobirnavirus","panthera","felidae","carnivora","picobirnavirus","picobirnaviridae","durnavirales","duplopiviricetes",TRUE,2,2012,2013,FALSE,TRUE,FALSE
"panthera leo","lambdapapillomavirus 1","panthera","felidae","carnivora","lambdapapillomavirus","papillomaviridae","zurhausenvirales","papovaviricetes",FALSE,5,2006,2018,FALSE,TRUE,TRUE
"panthera leo","mammalian orthoreovirus","panthera","felidae","carnivora","orthoreovirus","spinareoviridae","reovirales","resentoviricetes",TRUE,1,2017,2017,FALSE,TRUE,FALSE
"panthera leo","middelburg virus","panthera","felidae","carnivora","alphavirus","togaviridae","martellivirales","alsuviricetes",TRUE,1,2020,2020,FALSE,TRUE,FALSE
"panthera leo","norwalk virus","panthera","felidae","carnivora","norovirus","caliciviridae","picornavirales","pisoniviricetes",TRUE,5,2007,2010,FALSE,TRUE,TRUE
"panthera leo","rabies lyssavirus","panthera","felidae","carnivora","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,1,2009,2009,TRUE,FALSE,FALSE
"panthera leo","rift valley fever phlebovirus","panthera","felidae","carnivora","phlebovirus","phenuiviridae","bunyavirales","ellioviricetes",TRUE,1,1996,1996,TRUE,FALSE,FALSE
"panthera leo","severe acute respiratory syndrome-related coronavirus","panthera","felidae","carnivora","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,9,2020,2022,FALSE,TRUE,FALSE
"panthera leo","small ruminant morbillivirus","panthera","felidae","carnivora","morbillivirus","paramyxoviridae","mononegavirales","monjiviricetes",FALSE,7,2012,2012,FALSE,TRUE,FALSE
"panthera leo","west nile virus","panthera","felidae","carnivora","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,1,2013,2013,TRUE,FALSE,FALSE
"panthera onca","canine morbillivirus","panthera","felidae","carnivora","morbillivirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,1,2008,2008,TRUE,FALSE,FALSE
"panthera onca","feline leukemia virus","panthera","felidae","carnivora","gammaretrovirus","retroviridae","ortervirales","revtraviricetes",FALSE,1,2016,2016,FALSE,TRUE,FALSE
"panthera onca","norwalk virus","panthera","felidae","carnivora","norovirus","caliciviridae","picornavirales","pisoniviricetes",TRUE,1,2016,2016,FALSE,TRUE,FALSE
"panthera pardus","canine morbillivirus","panthera","felidae","carnivora","morbillivirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,2,1994,2010,TRUE,FALSE,TRUE
"panthera pardus","cardiovirus a","panthera","felidae","carnivora","cardiovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,1,1989,1989,TRUE,FALSE,FALSE
"panthera pardus","carnivore protoparvovirus 1","panthera","felidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,1,2001,2001,FALSE,FALSE,TRUE
"panthera pardus","feline immunodeficiency virus","panthera","felidae","carnivora","lentivirus","retroviridae","ortervirales","revtraviricetes",FALSE,31,1993,2021,TRUE,TRUE,TRUE
"panthera pardus","feline leukemia virus","panthera","felidae","carnivora","gammaretrovirus","retroviridae","ortervirales","revtraviricetes",FALSE,1,2010,2010,FALSE,TRUE,FALSE
"panthera pardus","influenza a virus","panthera","felidae","carnivora","alphainfluenzavirus","orthomyxoviridae","articulavirales","insthoviricetes",TRUE,1,2004,2004,FALSE,TRUE,FALSE
"panthera pardus","rabies lyssavirus","panthera","felidae","carnivora","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,3,2008,2009,FALSE,TRUE,TRUE
"panthera pardus","severe acute respiratory syndrome-related coronavirus","panthera","felidae","carnivora","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,1,2022,2022,FALSE,TRUE,FALSE
"panthera tigris","alphacoronavirus 1","panthera","felidae","carnivora","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,2,2002,2012,FALSE,TRUE,FALSE
"panthera tigris","canine morbillivirus","panthera","felidae","carnivora","morbillivirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,4,2011,2015,FALSE,TRUE,TRUE
"panthera tigris","cardiovirus a","panthera","felidae","carnivora","cardiovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,2,2013,2013,FALSE,TRUE,TRUE
"panthera tigris","carnivore protoparvovirus 1","panthera","felidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,8,2001,2008,FALSE,TRUE,TRUE
"panthera tigris","cowpox virus","panthera","felidae","carnivora","orthopoxvirus","poxviridae","chitovirales","pokkesviricetes",TRUE,2,2009,2022,TRUE,TRUE,FALSE
"panthera tigris","felid alphaherpesvirus 1","panthera","felidae","carnivora","varicellovirus","herpesviridae","herpesvirales","herviviricetes",FALSE,1,2014,2014,FALSE,TRUE,FALSE
"panthera tigris","feline calicivirus","panthera","felidae","carnivora","vesivirus","caliciviridae","picornavirales","pisoniviricetes",FALSE,8,1997,2022,FALSE,TRUE,TRUE
"panthera tigris","feline immunodeficiency virus","panthera","felidae","carnivora","lentivirus","retroviridae","ortervirales","revtraviricetes",FALSE,5,1998,2022,FALSE,TRUE,FALSE
"panthera tigris","feline leukemia virus","panthera","felidae","carnivora","gammaretrovirus","retroviridae","ortervirales","revtraviricetes",FALSE,1,2010,2010,FALSE,TRUE,FALSE
"panthera tigris","influenza a virus","panthera","felidae","carnivora","alphainfluenzavirus","orthomyxoviridae","articulavirales","insthoviricetes",TRUE,21,2004,2008,FALSE,TRUE,FALSE
"panthera tigris","lambdapapillomavirus 1","panthera","felidae","carnivora","lambdapapillomavirus","papillomaviridae","zurhausenvirales","papovaviricetes",FALSE,1,2018,2018,FALSE,TRUE,FALSE
"panthera tigris","orthohepevirus a","panthera","felidae","carnivora","orthohepevirus","hepeviridae","hepelivirales","alsuviricetes",TRUE,1,2011,2011,FALSE,TRUE,FALSE
"panthera tigris","severe acute respiratory syndrome-related coronavirus","panthera","felidae","carnivora","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,8,2020,2021,FALSE,TRUE,FALSE
"panthera tigris","west nile virus","panthera","felidae","carnivora","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,1,2013,2013,TRUE,FALSE,FALSE
"panthera uncia","carnivore protoparvovirus 1","panthera","felidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,1,2001,2001,FALSE,FALSE,TRUE
"panthera uncia","cowpox virus","panthera","felidae","carnivora","orthopoxvirus","poxviridae","chitovirales","pokkesviricetes",TRUE,2,2009,2022,TRUE,TRUE,FALSE
"panthera uncia","feline immunodeficiency virus","panthera","felidae","carnivora","lentivirus","retroviridae","ortervirales","revtraviricetes",FALSE,3,2005,2005,FALSE,TRUE,FALSE
"panthera uncia","lambdapapillomavirus 1","panthera","felidae","carnivora","lambdapapillomavirus","papillomaviridae","zurhausenvirales","papovaviricetes",FALSE,3,2007,2013,FALSE,TRUE,TRUE
"panthera uncia","rotavirus a","panthera","felidae","carnivora","rotavirus","sedoreoviridae","reovirales","resentoviricetes",TRUE,2,2020,2020,FALSE,TRUE,FALSE
"panthera uncia","west nile virus","panthera","felidae","carnivora","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,1,2013,2013,TRUE,FALSE,FALSE
"prionailurus bengalensis","alphacoronavirus 1","prionailurus","felidae","carnivora","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,5,2020,2021,FALSE,TRUE,FALSE
"prionailurus bengalensis","carnivore protoparvovirus 1","prionailurus","felidae","carnivora","protoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,2,1999,1999,TRUE,FALSE,TRUE
